0.051002,0.007828,0.350001,0.343486,0.041245,0.023628,0.079760,0.086198,0.016854
0.522903,0.070743,0.028371,0.039372,0.048212,0.129305,0.068089,0.067580,0.025423
0.280440,0.000610,0.042594,0.074906,0.024441,0.090795,0.431173,0.012926,0.042114
0.441250,0.229645,0.005915,0.047919,0.083856,0.034221,0.028637,0.124958,0.003599
0.039706,0.561487,0.062097,0.198487,0.003458,0.019063,0.055417,0.030310,0.029974
0.014379,0.009831,0.129966,0.277409,0.143394,0.102429,0.035138,0.004082,0.283373
0.071667,0.217620,0.065670,0.255910,0.022267,0.177935,0.031584,0.147570,0.009777
0.355754,0.010118,0.021289,0.011523,0.041855,0.436363,0.073319,0.038895,0.010884
0.036959,0.106026,0.104625,0.066329,0.129703,0.249982,0.013201,0.271752,0.021423
0.016434,0.193807,0.024138,0.050381,0.334267,0.051038,0.147908,0.016457,0.165571
0.070865,0.002517,0.051313,0.159145,0.041463,0.037308,0.258571,0.364087,0.014732
0.015840,0.338817,0.233613,0.123841,0.088069,0.067515,0.020364,0.039238,0.072704
0.077871,0.037040,0.023197,0.035940,0.034716,0.051675,0.026111,0.349447,0.364003
0.216862,0.053328,0.011271,0.126882,0.067591,0.027037,0.252275,0.229706,0.015048
0.061107,0.014040,0.049375,0.016940,0.422070,0.020082,0.063791,0.048056,0.304539
0.007847,0.326320,0.033481,0.282562,0.188651,0.053088,0.061971,0.002413,0.043668
0.333123,0.058976,0.128475,0.291485,0.043914,0.024321,0.024778,0.076828,0.018099
0.223106,0.169560,0.096688,0.038884,0.042055,0.021317,0.292315,0.072713,0.043362
0.142743,0.029453,0.037062,0.053688,0.350407,0.064000,0.122716,0.121147,0.078784
0.217887,0.144832,0.047721,0.039869,0.022048,0.340720,0.011664,0.007533,0.167727
0.059321,0.323225,0.047813,0.072572,0.230233,0.064564,0.098422,0.044710,0.059138
0.245020,0.272447,0.055090,0.055099,0.145299,0.061319,0.065197,0.022593,0.077935
0.026201,0.030668,0.071918,0.213731,0.064734,0.204731,0.197475,0.077889,0.112653
0.057286,0.158574,0.041885,0.040588,0.459315,0.019295,0.060931,0.098750,0.063377
0.133658,0.046306,0.070754,0.253983,0.014673,0.217068,0.020422,0.042474,0.200661
0.079498,0.160304,0.029098,0.151786,0.053831,0.293604,0.068856,0.074607,0.088416
0.041807,0.040867,0.287606,0.060633,0.054247,0.129742,0.262073,0.023492,0.099533
0.034126,0.138182,0.140245,0.249915,0.201287,0.074058,0.082517,0.045691,0.033980
0.050558,0.168473,0.026399,0.043253,0.035203,0.165460,0.061224,0.254790,0.194640
0.084255,0.312108,0.097021,0.035929,0.056438,0.248571,0.087736,0.027876,0.050064
0.130148,0.065822,0.220708,0.034509,0.281209,0.067974,0.098201,0.075306,0.026123
0.085582,0.469403,0.117627,0.034942,0.083245,0.099651,0.015517,0.047574,0.046459
0.279060,0.195089,0.045792,0.031977,0.021039,0.014207,0.156147,0.044066,0.212624
0.089820,0.065588,0.183334,0.092792,0.112938,0.091463,0.059008,0.218810,0.086247
0.179249,0.070971,0.281767,0.118867,0.065743,0.076569,0.092308,0.064277,0.050249
0.031936,0.203692,0.045949,0.014954,0.222340,0.103076,0.030891,0.257229,0.089934
0.210837,0.090434,0.104600,0.083344,0.049929,0.214577,0.045864,0.151130,0.049285
0.095474,0.043045,0.036945,0.106878,0.056682,0.121638,0.080942,0.382863,0.075532
0.153810,0.248586,0.228709,0.051170,0.032097,0.030004,0.071302,0.076670,0.107651
0.237196,0.051850,0.192690,0.085754,0.066191,0.015947,0.041981,0.063447,0.244944
0.061771,0.044848,0.048775,0.092018,0.254732,0.185935,0.143647,0.038043,0.130230
0.105631,0.029930,0.072268,0.016912,0.020512,0.226073,0.027159,0.071091,0.430424
0.092953,0.083078,0.085368,0.055692,0.056072,0.218890,0.267063,0.106444,0.034439
0.069563,0.048689,0.083927,0.058008,0.082225,0.446105,0.100094,0.085283,0.026106
0.087296,0.032767,0.180163,0.032889,0.024639,0.051674,0.238002,0.270067,0.082504
0.281906,0.055279,0.067783,0.096405,0.127900,0.076047,0.176044,0.061890,0.056746
0.092760,0.110601,0.093307,0.087762,0.083826,0.063880,0.076777,0.058977,0.332110
0.111536,0.058953,0.049014,0.399376,0.077591,0.045744,0.061950,0.067984,0.127852
0.069587,0.086371,0.041082,0.168205,0.040262,0.060652,0.368338,0.045006,0.120498
0.053648,0.324241,0.090093,0.057658,0.030721,0.062934,0.211287,0.099606,0.069812
