0.082011,0.509811,0.086054,0.139589,0.002536,0.030551,0.016977,0.023811,0.108660
0.112881,0.008827,0.431905,0.178762,0.046344,0.071124,0.081390,0.008684,0.060082
0.182631,0.370187,0.091117,0.032863,0.069527,0.139778,0.084350,0.009515,0.020031
0.029673,0.292212,0.017094,0.434686,0.032181,0.036048,0.006362,0.035283,0.116461
0.414106,0.046820,0.056457,0.231097,0.031803,0.075820,0.023053,0.006818,0.114026
0.053431,0.023052,0.293956,0.173665,0.035641,0.223657,0.031975,0.011737,0.152885
0.465730,0.122916,0.038544,0.018830,0.081828,0.033408,0.032141,0.173632,0.032970
0.615437,0.016262,0.015409,0.103702,0.083307,0.034145,0.075610,0.016992,0.039136
0.018123,0.006362,0.394604,0.031853,0.048940,0.134601,0.077239,0.275612,0.012667
0.019058,0.379885,0.073228,0.103709,0.118319,0.220661,0.046196,0.019425,0.019521
0.076377,0.436142,0.010660,0.026686,0.051553,0.022898,0.229811,0.056943,0.088930
0.293393,0.059109,0.176891,0.005259,0.107895,0.005413,0.210026,0.116401,0.025615
0.006595,0.027690,0.106326,0.334600,0.046646,0.011269,0.073181,0.257471,0.136221
0.199247,0.084999,0.371444,0.048616,0.067593,0.000235,0.002282,0.058519,0.167064
0.054568,0.295062,0.015535,0.034783,0.162230,0.025802,0.003105,0.342575,0.066341
0.259822,0.006579,0.025223,0.313951,0.004849,0.016437,0.263274,0.026051,0.083813
0.080856,0.023622,0.012901,0.556268,0.029880,0.145739,0.040780,0.013625,0.096330
0.077874,0.071721,0.021354,0.175507,0.047820,0.039388,0.262018,0.301718,0.002600
0.211403,0.044551,0.128101,0.215526,0.011319,0.140326,0.016814,0.207734,0.024227
0.056747,0.040970,0.056057,0.335336,0.058704,0.030081,0.099362,0.006230,0.316514
0.029617,0.072600,0.044449,0.031118,0.208532,0.053578,0.005347,0.082468,0.472291
0.019225,0.025880,0.138849,0.039769,0.281501,0.048044,0.076574,0.185931,0.184228
0.042576,0.151217,0.022720,0.095198,0.035619,0.374030,0.035760,0.225807,0.017074
0.058731,0.041436,0.220483,0.022680,0.438647,0.012089,0.135785,0.016872,0.053277
0.161397,0.053625,0.021322,0.145148,0.027167,0.215612,0.193480,0.134730,0.047519
0.268346,0.117710,0.046932,0.094051,0.085221,0.045815,0.028696,0.279652,0.033577
0.239968,0.036968,0.216915,0.042768,0.052357,0.225074,0.116715,0.044527,0.024708
0.065651,0.062659,0.088072,0.074146,0.381353,0.180819,0.031294,0.051651,0.064355
0.073567,0.061152,0.238247,0.069442,0.083334,0.067615,0.044479,0.081138,0.281024
0.017532,0.136174,0.029865,0.258759,0.023100,0.215401,0.033079,0.102841,0.183249
0.034356,0.078770,0.068030,0.063459,0.085481,0.027174,0.065064,0.230566,0.347101
0.267472,0.071721,0.049235,0.076934,0.067823,0.042618,0.085251,0.053405,0.285541
0.062749,0.207515,0.082633,0.046920,0.090642,0.032790,0.298679,0.072135,0.105938
0.041059,0.138985,0.066747,0.072572,0.054257,0.155041,0.048930,0.033979,0.388430
0.068484,0.159244,0.093033,0.129724,0.084009,0.095233,0.075180,0.219887,0.075207
0.355033,0.074210,0.040425,0.091595,0.044692,0.044365,0.174554,0.075009,0.100118
0.037975,0.148948,0.238015,0.171175,0.074471,0.041556,0.101525,0.070691,0.115644
0.142766,0.032109,0.012817,0.058611,0.164449,0.404195,0.010088,0.117244,0.057721
0.174893,0.047528,0.160748,0.068173,0.210701,0.093310,0.062605,0.102304,0.079739
0.046907,0.056550,0.045658,0.071538,0.287094,0.129778,0.205949,0.062828,0.093698
0.103829,0.060307,0.047990,0.036070,0.071086,0.098271,0.329346,0.188373,0.064728
0.040263,0.180258,0.125323,0.044320,0.233860,0.040313,0.045665,0.042933,0.247063
0.058982,0.084569,0.046580,0.072771,0.343980,0.035214,0.095997,0.226320,0.035587
0.172395,0.168473,0.094234,0.045716,0.076380,0.119955,0.096514,0.080095,0.146236
0.039774,0.023057,0.353515,0.048229,0.092171,0.092561,0.186142,0.064049,0.100503
0.092228,0.209039,0.030444,0.057967,0.160243,0.215151,0.100725,0.102358,0.031844
0.102953,0.013238,0.050532,0.057446,0.052399,0.035181,0.107427,0.484644,0.096179
0.034377,0.297524,0.024531,0.230980,0.127709,0.089248,0.052886,0.023689,0.119056
0.050965,0.072093,0.126598,0.090169,0.119249,0.324602,0.094370,0.049774,0.072182
0.131642,0.086604,0.071831,0.314388,0.072752,0.067783,0.111461,0.056327,0.087211
