0.126361,0.000229,0.133515,0.108064,0.163668,0.053922,0.371143,0.035294,0.007804
0.028084,0.003080,0.045507,0.394179,0.184068,0.162846,0.020227,0.048353,0.113656
0.208256,0.051822,0.072113,0.245240,0.155888,0.016304,0.212606,0.010943,0.026828
0.005773,0.106743,0.199310,0.201489,0.085452,0.032738,0.006939,0.306844,0.054712
0.073604,0.306730,0.013579,0.078578,0.210308,0.049842,0.033160,0.130457,0.103742
0.076666,0.069126,0.056965,0.049245,0.580084,0.022283,0.034867,0.036312,0.074453
0.344131,0.063670,0.021615,0.054929,0.199793,0.006824,0.043052,0.257899,0.008088
0.051268,0.121790,0.024864,0.023678,0.018989,0.254757,0.166463,0.332636,0.005555
0.128267,0.097176,0.427707,0.004445,0.040081,0.046407,0.173600,0.050445,0.031872
0.110651,0.085284,0.061208,0.042519,0.111899,0.007168,0.413351,0.162749,0.005172
0.314765,0.059036,0.052469,0.040813,0.035256,0.152728,0.265141,0.020083,0.059709
0.030599,0.044635,0.237477,0.036632,0.065593,0.005728,0.078689,0.089081,0.411566
0.531325,0.015792,0.152216,0.044661,0.038298,0.049903,0.054407,0.017129,0.096269
0.093174,0.032119,0.270683,0.017294,0.089006,0.005118,0.361795,0.080455,0.050356
0.399712,0.017639,0.048327,0.016250,0.053806,0.040760,0.167122,0.085155,0.171230
0.019277,0.042637,0.030349,0.028240,0.080398,0.027262,0.468145,0.060912,0.242778
0.317480,0.033939,0.032604,0.220991,0.066550,0.026265,0.014487,0.026124,0.261559
0.316571,0.035626,0.024880,0.081628,0.036872,0.129220,0.017571,0.125674,0.231959
0.078125,0.042489,0.049986,0.351298,0.039869,0.055056,0.063347,0.241644,0.078185
0.015331,0.084906,0.060609,0.172349,0.328633,0.181792,0.033642,0.082584,0.040154
0.067105,0.091049,0.041014,0.296893,0.248545,0.038851,0.100829,0.015618,0.100096
0.084409,0.426398,0.074569,0.081519,0.043160,0.073151,0.096692,0.076756,0.043346
0.286502,0.041961,0.286954,0.041826,0.052529,0.109450,0.049398,0.058232,0.073148
0.053813,0.229359,0.022947,0.040525,0.061025,0.026965,0.246316,0.045234,0.273817
0.040083,0.174271,0.060724,0.179710,0.121349,0.040481,0.212807,0.070840,0.099733
0.040794,0.176679,0.219394,0.040091,0.045214,0.045948,0.223456,0.155578,0.052848
0.095363,0.230280,0.045946,0.050490,0.120527,0.037348,0.029202,0.043534,0.347310
0.074751,0.105234,0.077069,0.040215,0.067722,0.056007,0.071538,0.435540,0.071924
0.068156,0.094152,0.376503,0.088025,0.023641,0.073072,0.053262,0.159922,0.063265
0.045559,0.019888,0.233637,0.045510,0.077764,0.098594,0.060228,0.316557,0.102265
0.080410,0.064599,0.177486,0.178787,0.162854,0.073472,0.049775,0.143199,0.069418
0.030192,0.105009,0.092651,0.192214,0.067739,0.043684,0.039810,0.124180,0.304521
0.035866,0.044317,0.062937,0.052841,0.097887,0.165575,0.030902,0.215145,0.294532
0.126868,0.098493,0.080079,0.316098,0.055825,0.078349,0.063337,0.070163,0.110787
0.043956,0.112783,0.262881,0.064229,0.210881,0.096542,0.055563,0.037742,0.115422
0.063296,0.212413,0.048943,0.184786,0.025819,0.048177,0.067733,0.240178,0.108656
0.108545,0.038558,0.022954,0.270211,0.026962,0.086999,0.352230,0.048388,0.045153
0.072088,0.092490,0.059119,0.088282,0.216459,0.118989,0.083692,0.096115,0.172766
0.213077,0.026968,0.029124,0.044274,0.261450,0.040999,0.247696,0.036957,0.099455
0.068151,0.038479,0.308014,0.259872,0.048046,0.090032,0.038655,0.100286,0.048465
0.117444,0.119076,0.028150,0.042051,0.034493,0.125277,0.231986,0.207494,0.094029
0.098236,0.098111,0.235622,0.080985,0.075595,0.237647,0.068278,0.048301,0.057225
0.151330,0.082609,0.057451,0.067337,0.161988,0.056128,0.059049,0.284770,0.079336
0.032771,0.121745,0.018706,0.088856,0.091756,0.071616,0.058904,0.023446,0.492200
0.057795,0.082174,0.177146,0.054898,0.065843,0.091690,0.129421,0.099485,0.241548
0.176090,0.026383,0.231759,0.031776,0.111325,0.102330,0.213440,0.075790,0.031106
0.023561,0.029244,0.032983,0.127646,0.069927,0.311167,0.032969,0.296174,0.076330
0.339181,0.071342,0.085576,0.192107,0.094236,0.022236,0.068065,0.068699,0.058558
0.090533,0.156195,0.065601,0.053819,0.072792,0.317659,0.080599,0.075487,0.087315
0.101863,0.259368,0.265261,0.059804,0.033638,0.067320,0.080420,0.040002,0.092325
